@relation dataset_1

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 {nom_2_0,nom_2_1,nom_2_2,nom_2_3,nom_2_4,nom_2_5}
@attribute col3 numeric
@attribute col4 numeric
@attribute class {class0,class1,class2}

@data
-0.354566,0,nom_2_1,0,?,class0
0.04018,1,nom_2_1,1,?,class0
-1.475002,0,nom_2_0,0,?,class0
-0.021746,0,nom_2_1,0,?,class0
-1.031166,1,nom_2_0,1,?,class0
-1.588754,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-0.381163,0,nom_2_0,0,?,class0
0.07143,0,nom_2_1,0,?,class0
1.373805,1,nom_2_1,1,?,class0
0.25958,0,nom_2_0,0,?,class0
-1.005375,0,nom_2_0,0,?,class0
-1129.854065,0,nom_2_0,0,?,class0
?,1,nom_2_0,1,?,class0
-0.025744,0,nom_2_0,0,?,class0
0.195517,1,nom_2_0,1,?,class0
-2.225794,0,nom_2_0,0,?,class0
5.006363,1,nom_2_2,1,?,class1
0.247783,0,nom_2_1,0,?,class0
103.403751,0,nom_2_0,0,?,class0
0.185722,0,nom_2_1,0,?,class0
1.01091,1,nom_2_0,1,?,class0
1.460218,1,nom_2_1,1,?,class0
-0.584443,0,nom_2_0,0,?,class0
0.118728,0,nom_2_0,0,?,class0
-0.978022,0,nom_2_0,0,?,class0
2.096282,1,nom_2_1,1,?,class0
-2.475354,0,nom_2_0,0,?,class0
-1.803658,0,nom_2_0,0,?,class0
0.073836,0,nom_2_0,0,?,class0
-1.786499,0,nom_2_0,0,?,class0
-0.151643,0,nom_2_0,0,?,class0
1.522997,1,nom_2_1,1,?,class0
1.49434,1,nom_2_1,1,?,class0
-0.889981,0,nom_2_0,0,?,class0
-0.888676,0,nom_2_0,0,?,class0
-0.266982,0,nom_2_0,0,?,class0
1.30107,1,nom_2_1,1,?,class0
-0.34907,1,nom_2_0,1,?,class0
-0.639106,0,nom_2_0,0,?,class0
9.002679,0,nom_2_3,0,?,class2
-0.24879,1,nom_2_0,1,?,class0
0.971394,0,nom_2_0,0,?,class0
0.792988,1,nom_2_1,1,?,class0
-0.976369,0,nom_2_0,0,?,class0
2.400829,1,nom_2_1,1,?,class0
0.790334,1,nom_2_1,1,?,class0
1.096052,1,nom_2_1,1,?,class0
-0.723258,0,nom_2_0,0,?,class0
0.000886,1,nom_2_0,1,?,class0
-0.25895,1,nom_2_0,1,?,class0
-351702.882674,1,nom_2_0,1,?,class0
0.627371,0,nom_2_1,0,?,class0
0.35167,1,nom_2_0,1,?,?
9.447545,1,nom_2_4,1,?,class2
1.806621,1,nom_2_1,1,?,class0
0.602575,1,nom_2_1,1,?,class0
0.199461,1,nom_2_1,1,?,class0
1.93221,1,nom_2_1,1,?,class0
-1.341809,0,nom_2_1,0,?,class0
8.499062,0,nom_2_3,0,?,class2
1.50851,1,nom_2_1,1,?,class0
8.805572,0,nom_2_4,0,?,class2
-1.087462,0,nom_2_0,0,?,class0
0.122178,0,nom_2_0,0,?,class0
0.270366,0,nom_2_0,0,?,class0
-0.927275,0,nom_2_0,0,?,class0
-0.027707,0,nom_2_0,0,?,class0
-1.171455,0,nom_2_0,0,?,class0
-2.377709,0,nom_2_0,0,?,class0
0.174174,1,nom_2_0,1,?,class0
-707.710322,0,nom_2_0,0,?,class0
0.696151,1,nom_2_1,1,?,class0
9.000438,0,nom_2_4,0,?,class2
-0.719252,1,nom_2_0,1,?,class0
-0.513135,1,nom_2_0,1,?,class0
-1.573838,0,nom_2_0,0,?,class0
0.702765,1,nom_2_1,1,?,class0
-1.087412,0,nom_2_0,0,?,class0
3.084624,0,nom_2_2,0,?,class1
-1.109401,0,nom_2_0,0,?,?
0.833945,1,nom_2_1,1,?,class0
0.106881,1,nom_2_1,1,?,class0
1.381647,1,nom_2_1,1,?,class0
0.726262,1,nom_2_1,1,?,class0
1003.59662,1,nom_2_1,1,?,class0
?,1,nom_2_0,1,?,class0
-0.170367,1,nom_2_0,1,?,class0
1.020295,1,nom_2_1,1,?,class0
1.378469,1,nom_2_1,1,?,class0
0.319256,0,nom_2_0,0,?,class0
-0.52512,0,nom_2_0,0,?,class0
-0.904526,0,nom_2_0,0,?,class0
-0.702581,0,nom_2_0,0,?,class0
1.6254,1,nom_2_1,1,?,class0
1043.201706,1,nom_2_1,1,?,class0
-0.993114,0,nom_2_0,0,?,class0
0.884563,0,nom_2_1,0,?,class0
-126.465594,1,nom_2_0,1,?,class0
-0.042234,1,nom_2_1,1,?,class0
5.689,1,nom_2_2,1,?,class1
?,0,nom_2_0,0,?,class0
-1.80567,0,nom_2_0,0,?,class0
5.304196,1,nom_2_2,1,?,class1
0.495604,1,nom_2_0,1,?,class0
-1.620537,0,nom_2_0,0,?,class0
1.519536,1,nom_2_1,1,?,class0
9.059391,0,nom_2_3,0,?,class2
9.887422,1,nom_2_4,1,?,class2
4.112192,0,nom_2_2,0,?,class1
-1.223618,0,nom_2_0,0,?,class0
-0.13839,1,nom_2_0,1,?,class0
0.16348,1,nom_2_1,1,?,class0
0.439285,0,nom_2_0,0,?,class0
0.186581,1,nom_2_0,1,?,class0
-0.058561,0,nom_2_0,0,?,class0
-0.156121,0,nom_2_0,0,?,class0
1.469044,1,nom_2_1,1,?,class0
0.025083,0,nom_2_0,0,?,class0
0.362382,1,nom_2_1,1,?,class0
-0.100612,0,nom_2_0,0,?,class0
0.082125,0,nom_2_0,0,?,class0
4.949205,1,nom_2_2,1,?,class1
1.271134,1,nom_2_1,1,?,class0
-1.680591,0,nom_2_0,0,?,class0
?,0,nom_2_1,0,?,class0
-0.124234,0,nom_2_0,0,?,class0
1.333422,1,nom_2_1,1,?,class0
8.414182,0,nom_2_3,0,?,class2
-1.043103,0,nom_2_0,0,?,class0
-0.805727,0,nom_2_0,0,?,class0
-471.708224,1,nom_2_1,1,?,class0
-0.324057,0,nom_2_0,0,?,class0
0.653727,1,nom_2_1,1,?,class0
-0.181352,0,nom_2_0,0,?,class0
-2.991308,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
6.443502,1,nom_2_2,1,?,class1
0.136719,1,nom_2_0,1,?,class0
1.41676,1,nom_2_1,1,?,class0
0.498409,1,nom_2_1,1,?,class0
0.48923,1,nom_2_0,1,?,class0
-1.466219,0,nom_2_0,0,?,class0
1.430629,1,nom_2_1,1,?,class0
-2.054116,0,nom_2_0,0,?,class0
-1.352425,0,nom_2_0,0,?,class0
-0.467875,0,nom_2_0,0,?,class0
-1246.032276,0,nom_2_0,0,?,class0
-0.763179,0,nom_2_1,0,?,class0
0.054932,1,nom_2_1,1,?,class0
-0.580552,0,nom_2_0,0,?,class0
-0.028999,1,nom_2_1,1,?,class0
9.540096,0,nom_2_4,0,?,class2
-0.727025,0,nom_2_0,0,?,class0
0.387037,1,nom_2_1,1,?,class0
-0.316191,0,nom_2_0,0,?,class0
-1.136099,0,nom_2_0,0,?,?
-1.547505,0,nom_2_0,0,?,class0
-1.028665,0,nom_2_0,0,?,class0
-0.89445,1,nom_2_1,1,?,class0
-0.423595,0,nom_2_0,0,?,class0
-0.191407,1,nom_2_0,1,?,class0
2.910871,1,nom_2_1,1,?,class0
10.959744,1,nom_2_4,1,?,class2
1.063252,1,nom_2_1,1,?,class0
-1.157801,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
-0.183791,1,nom_2_0,1,?,class0
0.157696,1,nom_2_1,1,?,class0
0.119438,1,nom_2_1,1,?,class0
-2820.671205,0,nom_2_0,0,?,class0
7.096612,1,nom_2_2,1,?,class1
?,0,nom_2_0,0,?,class0
-0.012067,1,nom_2_0,1,?,?
?,0,nom_2_0,0,?,class0
-0.054864,1,nom_2_0,1,?,class0
-1.695326,0,nom_2_0,0,?,class0
10.331306,0,nom_2_4,0,?,class2
?,0,nom_2_0,0,?,class0
1.436422,1,nom_2_1,1,?,class0
0.531589,0,nom_2_1,0,?,class0
1.582297,1,nom_2_1,1,?,class0
1.512126,1,nom_2_1,1,?,class0
-0.468952,0,nom_2_0,0,?,class0
1.13413,1,nom_2_1,1,?,class0
-0.476317,0,nom_2_0,0,?,class0
-0.07628,1,nom_2_0,1,?,class0
0.230742,1,nom_2_1,1,?,class0
0.613197,1,nom_2_1,1,?,class0
0.381272,1,nom_2_0,1,?,class0
?,1,nom_2_1,1,?,class0
0.212772,0,nom_2_1,0,?,class0
-0.382683,1,nom_2_0,1,?,?
0.129353,0,nom_2_0,0,?,class0
-0.558389,0,nom_2_1,0,?,class0
-0.280876,1,nom_2_0,1,?,class0
9.782822,0,nom_2_4,0,?,class2
0.100412,1,nom_2_1,1,?,class0
1.203594,1,nom_2_1,1,?,class0
-0.694941,0,nom_2_0,0,?,class0
-0.511566,0,nom_2_0,0,?,class0
-0.899057,0,nom_2_0,0,?,class0
5.061358,0,nom_2_2,0,?,class1
0.018056,1,nom_2_1,1,?,class0
0.409821,0,nom_2_0,0,?,class0
0.074047,0,nom_2_0,0,?,class0
0.327309,1,nom_2_1,1,?,class0
0.674126,1,nom_2_1,1,?,class0
0.429218,1,nom_2_0,1,?,class0
1.046849,1,nom_2_0,1,?,class0
840.709393,1,nom_2_0,1,?,class0
-0.102734,1,nom_2_1,1,?,class0
1.181848,1,nom_2_1,1,?,class0
-0.73144,0,nom_2_0,0,?,class0
2.063112,1,nom_2_1,1,?,class0
-0.865187,0,nom_2_0,0,?,class0
1.6003,1,nom_2_1,1,?,class0
8.692836,0,nom_2_3,0,?,class2
0.558338,0,nom_2_1,0,?,class0
-138.324364,1,nom_2_1,1,?,class0
-0.477364,0,nom_2_0,0,?,class0
-834.361308,0,nom_2_0,0,?,class0
1.990411,1,nom_2_1,1,?,class0
0.199276,0,nom_2_0,0,?,class0
10.499466,0,nom_2_4,0,?,class2
-1.481562,0,nom_2_0,0,?,class0
-0.847946,0,nom_2_0,0,?,class0
-1.98175,0,nom_2_0,0,?,class0
-1.77622,0,nom_2_0,0,?,class0
0.063374,1,nom_2_0,1,?,class0
1.076162,1,nom_2_1,1,?,class0
-0.964935,0,nom_2_0,0,?,class0
-2.29306,0,nom_2_0,0,?,?
1.565243,1,nom_2_1,1,?,class0
9.086332,0,nom_2_3,0,?,?
5.100611,1,nom_2_2,1,?,class1
-1.272339,0,nom_2_0,0,?,class0
-0.44213,0,nom_2_1,0,?,class0
0.925305,1,nom_2_1,1,?,class0
5.168996,1,nom_2_2,1,?,class1
-0.976615,0,nom_2_0,0,?,?
0.950519,1,nom_2_0,1,?,class0
137.412226,0,nom_2_0,0,?,class0
4.302976,0,nom_2_2,0,?,class1
0.440587,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
0.327051,1,nom_2_1,1,?,class0
9.619808,1,nom_2_4,1,?,class2
-0.734197,0,nom_2_0,0,?,class0
0.254387,1,nom_2_0,1,?,class0
-0.807264,1,nom_2_0,1,?,class0
-0.674728,0,nom_2_0,0,?,?
5.31631,0,nom_2_2,0,?,class1
-0.418321,0,nom_2_0,0,?,class0
-0.666988,0,nom_2_0,0,?,class0
0.316513,1,nom_2_1,1,?,class0
0.142591,0,nom_2_0,0,?,class0
0.72848,1,nom_2_1,1,?,class0
0.846764,1,nom_2_1,1,?,class0
-0.324572,0,nom_2_1,0,?,class0
-1.226264,0,nom_2_0,0,?,class0
-0.331358,1,nom_2_1,1,?,?
-0.664666,0,nom_2_0,0,?,?
0.641118,1,nom_2_1,1,?,class0
-0.251641,0,nom_2_0,0,?,class0
-0.145168,0,nom_2_0,0,?,class0
-0.11343,0,nom_2_0,0,?,class0
-1.531652,0,nom_2_0,0,?,class0
-0.171996,1,nom_2_0,1,?,class0
6.415311,1,nom_2_2,1,?,class1
-0.85313,0,nom_2_0,0,?,class0
0.89161,1,nom_2_1,1,?,class0
0.806883,1,nom_2_1,1,?,class0
0.212493,1,nom_2_1,1,?,class0
-0.231536,0,nom_2_0,0,?,class0
-0.183371,0,nom_2_0,0,?,class0
-0.03628,1,nom_2_1,1,?,class0
-0.059295,1,nom_2_0,1,?,class0
266.371246,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
0.36167,0,nom_2_0,0,?,class0
0.155251,1,nom_2_1,1,?,class0
0.940039,1,nom_2_1,1,?,class0
?,1,nom_2_1,1,?,class0
-0.295171,0,nom_2_0,0,?,class0
-2.192174,0,nom_2_0,0,?,class0
-0.936151,0,nom_2_0,0,?,class0
3.552861,0,nom_2_2,0,?,class1
10.529512,1,nom_2_3,1,?,class2
0.092463,0,nom_2_0,0,?,class0
-1.111922,0,nom_2_0,0,?,?
-1.938629,0,nom_2_0,0,?,class0
9.928361,0,nom_2_4,0,?,class2
-0.98012,1,nom_2_0,1,?,class0
0.39968,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
4.065489,0,nom_2_2,0,?,class1
-0.020659,1,nom_2_0,1,?,class0
-0.094128,1,nom_2_1,1,?,class0
1.0121,1,nom_2_1,1,?,class0
10683.217481,1,nom_2_4,1,?,class2
-1.030842,0,nom_2_0,0,?,class0
1.561995,1,nom_2_1,1,?,class0
-1.133963,0,nom_2_0,0,?,class0
0.937692,1,nom_2_0,1,?,class0
1713.712459,1,nom_2_1,1,?,class0
-0.232378,1,nom_2_0,1,?,class0
-1.090324,1,nom_2_1,1,?,class0
-0.317573,0,nom_2_0,0,?,class0
-1.047484,0,nom_2_0,0,?,class0
0.159273,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
1.286628,1,nom_2_1,1,?,class0
-0.518511,0,nom_2_0,0,?,class0
10.935275,1,nom_2_4,1,?,class2
1.556368,1,nom_2_1,1,?,class0
5.190026,1,nom_2_2,1,?,class1
-1.735133,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
-0.376748,1,nom_2_0,1,?,class0
1.105619,1,nom_2_1,1,?,class0
1.493279,1,nom_2_1,1,?,class0
-0.555526,0,nom_2_0,0,?,class0
4.975336,1,nom_2_2,1,?,class1
-1.781911,0,nom_2_0,0,?,class0
2.408558,1,nom_2_1,1,?,class0
0.693373,1,nom_2_1,1,?,class0
-0.947848,0,nom_2_0,0,?,class0
0.094012,1,nom_2_1,1,?,class0
4.249436,0,nom_2_2,0,?,class1
5.450925,0,nom_2_2,0,?,class1
-0.62776,1,nom_2_0,1,?,class0
1.24439,0,nom_2_1,0,?,class0
-1.186392,0,nom_2_0,0,?,class0
?,1,nom_2_0,1,?,class0
0.811095,1,nom_2_0,1,?,class0
0.042282,1,nom_2_0,1,?,class0
-190.759447,1,nom_2_0,1,?,class0
0.580589,1,nom_2_1,1,?,class0
1.116357,1,nom_2_0,1,?,class0
-0.955121,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
-0.400627,1,nom_2_0,1,?,?
-0.358952,0,nom_2_0,0,?,class0
872.579236,1,nom_2_1,1,?,class0
-1.470162,0,nom_2_0,0,?,class0
-0.601341,0,nom_2_0,0,?,class0
-0.605934,0,nom_2_0,0,?,class0
-0.753541,0,nom_2_0,0,?,class0
-0.229535,1,nom_2_0,1,?,class0
0.600118,1,nom_2_1,1,?,class0
0.406721,1,nom_2_1,1,?,class0
-1.109703,0,nom_2_0,0,?,class0
0.976233,1,nom_2_1,1,?,class0
-2.206074,0,nom_2_0,0,?,class0
-0.171546,1,nom_2_0,1,?,class0
-1217.960977,0,nom_2_0,0,?,class0
-0.984974,1,nom_2_0,1,?,class0
-1.235075,0,nom_2_0,0,?,class0
0.608318,1,nom_2_0,1,?,class0
1.406496,1,nom_2_1,1,?,class0
-0.58628,0,nom_2_0,0,?,class0
0.574818,1,nom_2_1,1,?,class0
1.010019,1,nom_2_1,1,?,?
-0.992505,0,nom_2_0,0,?,class0
-0.057276,1,nom_2_1,1,?,class0
1.227397,1,nom_2_1,1,?,class0
1.257522,1,nom_2_1,1,?,class0
-0.474837,1,nom_2_0,1,?,class0
1.021063,1,nom_2_1,1,?,class0
1.158933,1,nom_2_1,1,?,class0
0.908323,1,nom_2_1,1,?,class0
-0.074326,1,nom_2_0,1,?,class0
-1.34114,0,nom_2_0,0,?,class0
1.009076,1,nom_2_1,1,?,class0
0.495887,1,nom_2_1,1,?,?
1.162993,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
1.008135,1,nom_2_1,1,?,class0
1.515207,1,nom_2_1,1,?,class0
-0.780304,0,nom_2_0,0,?,class0
4.836422,0,nom_2_2,0,?,class1
0.30323,1,nom_2_0,1,?,class0
?,0,nom_2_0,0,?,class0
0.518744,1,nom_2_0,1,?,class0
-1.420822,0,nom_2_0,0,?,class0
-0.298927,0,nom_2_0,0,?,class0
0.166712,0,nom_2_0,0,?,class0
-0.933725,0,nom_2_0,0,?,class0
5.600817,1,nom_2_2,1,?,class1
-0.852673,0,nom_2_0,0,?,class0
-2.609337,0,nom_2_0,0,?,class0
-0.212095,0,nom_2_0,0,?,class0
568.144778,1,nom_2_1,1,?,class0
-0.270021,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
-0.379657,0,nom_2_0,0,?,class0
-0.865064,0,nom_2_0,0,?,class0
2.851297,1,nom_2_1,1,?,class0
0.470676,1,nom_2_0,1,?,class0
8.542071,0,nom_2_3,0,?,class2
-0.245046,0,nom_2_0,0,?,class0
0.842861,1,nom_2_1,1,?,class0
0.695588,1,nom_2_1,1,?,class0
0.295745,0,nom_2_1,0,?,class0
-0.786795,0,nom_2_0,0,?,class0
-1.292138,0,nom_2_0,0,?,class0
1.469501,1,nom_2_1,1,?,class0
-0.347442,0,nom_2_0,0,?,class0
-0.25165,0,nom_2_0,0,?,class0
-2.285335,0,nom_2_0,0,?,class0
-1.427157,0,nom_2_0,0,?,class0
-0.810878,0,nom_2_0,0,?,class0
-0.541607,0,nom_2_0,0,?,class0
1.040524,1,nom_2_1,1,?,class0
7.32684,0,nom_2_3,0,?,?
10.375879,1,nom_2_4,1,?,class2
-0.052464,0,nom_2_0,0,?,class0
-0.267432,0,nom_2_0,0,?,class0
0.460152,0,nom_2_0,0,?,class0
-0.004924,0,nom_2_0,0,?,class0
5.824937,1,nom_2_2,1,?,class1
3.237573,0,nom_2_2,0,?,class1
-1.183502,0,nom_2_0,0,?,class0
0.228287,0,nom_2_0,0,?,class0
-0.371836,0,nom_2_0,0,?,class0
0.003888,1,nom_2_0,1,?,class0
-1.389353,0,nom_2_0,0,?,class0
0.956485,1,nom_2_1,1,?,class0
-0.86386,1,nom_2_0,1,?,class0
-1.031133,0,nom_2_0,0,?,class0
-1.298606,0,nom_2_0,0,?,?
0.901522,1,nom_2_1,1,?,class0
0.09601,0,nom_2_0,0,?,class0
0.051132,1,nom_2_0,1,?,class0
-1.021033,0,nom_2_0,0,?,class0
0.044397,0,nom_2_1,0,?,class0
0.615923,1,nom_2_1,1,?,class0
1.62814,1,nom_2_1,1,?,class0
-1.360832,0,nom_2_0,0,?,class0
0.732279,0,nom_2_0,0,?,class0
0.178451,1,nom_2_1,1,?,class0
-0.006092,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
0.482056,1,nom_2_0,1,?,?
0.535446,0,nom_2_1,0,?,class0
1.328264,1,nom_2_1,1,?,class0
-0.250329,1,nom_2_0,1,?,class0
0.060472,1,nom_2_1,1,?,class0
-899.08944,0,nom_2_0,0,?,class0
-0.456448,1,nom_2_0,1,?,class0
-0.684649,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-0.629505,0,nom_2_0,0,?,class0
-2.854301,0,nom_2_0,0,?,class0
0.02428,0,nom_2_0,0,?,class0
1.27675,1,nom_2_1,1,?,class0
-0.102101,1,nom_2_0,1,?,class0
1.458383,1,nom_2_1,1,?,class0
-0.036045,1,nom_2_0,1,?,class0
-1.507396,0,nom_2_0,0,?,class0
-0.08299,1,nom_2_0,1,?,class0
4.739659,0,nom_2_2,0,?,class1
-152.2175,0,nom_2_0,0,?,class0
-1.182773,0,nom_2_0,0,?,class0
0.617634,1,nom_2_0,1,?,?
-1.320292,0,nom_2_0,0,?,class0
0.281319,1,nom_2_1,1,?,class0
0.847405,1,nom_2_1,1,?,class0
-1.158425,0,nom_2_0,0,?,class0
-0.158771,0,nom_2_0,0,?,class0
0.156022,0,nom_2_0,0,?,class0
-0.420873,0,nom_2_0,0,?,class0
-1.273559,0,nom_2_0,0,?,class0
-1.329179,0,nom_2_0,0,?,class0
9.283924,0,nom_2_3,0,?,class2
1.464441,1,nom_2_1,1,?,class0
-0.773451,0,nom_2_0,0,?,class0
5.126565,1,nom_2_2,1,?,class1
0.474634,1,nom_2_1,1,?,class0
0.906909,1,nom_2_1,1,?,class0
1.399721,1,nom_2_1,1,?,class0
10.986811,1,nom_2_4,1,?,class2
-1.016128,0,nom_2_0,0,?,class0
0.089534,0,nom_2_0,0,?,class0
2.959743,0,nom_2_2,0,?,class1
-1.381346,0,nom_2_0,0,?,class0
-2448.52495,0,nom_2_0,0,?,class0
9.88727,0,nom_2_4,0,?,class2
0.585182,1,nom_2_1,1,?,class0
0.705106,0,nom_2_1,0,?,class0
0.108097,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
0.093852,1,nom_2_0,1,?,class0
-2.260243,0,nom_2_0,0,?,class0
-1.455995,0,nom_2_0,0,?,class0
0.043742,0,nom_2_0,0,?,class0
-0.225767,0,nom_2_0,0,?,?
-0.007518,0,nom_2_0,0,?,class0
0.365608,1,nom_2_1,1,?,class0
0.513352,1,nom_2_1,1,?,class0
?,1,nom_2_0,1,?,class0
-0.303346,1,nom_2_1,1,?,class0
1.969198,1,nom_2_1,1,?,class0
2.931894,0,nom_2_1,0,?,class1
0.055245,0,nom_2_0,0,?,class0
2.855296,0,nom_2_2,0,?,class1
-1.462336,0,nom_2_0,0,?,class0
0.002196,0,nom_2_0,0,?,class0
5.738461,1,nom_2_2,1,?,class1
0.349836,1,nom_2_0,1,?,class0
0.670584,1,nom_2_1,1,?,class0
-0.233206,0,nom_2_0,0,?,class0
1.093849,1,nom_2_1,1,?,class0
-0.665624,0,nom_2_0,0,?,class0
0.765086,1,nom_2_1,1,?,class0
-0.272907,1,nom_2_1,1,?,class0
10.869938,1,nom_2_4,1,?,class2
0.635205,0,nom_2_0,0,?,class0
1.604204,1,nom_2_1,1,?,class0
-0.119235,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-0.290407,0,nom_2_1,0,?,class0
-0.953011,0,nom_2_0,0,?,class0
0.276352,0,nom_2_1,0,?,class0
-0.891439,0,nom_2_0,0,?,class0
-0.548599,0,nom_2_0,0,?,class0
0.199952,1,nom_2_0,1,?,class0
1.344386,1,nom_2_1,1,?,class0
-1.23839,0,nom_2_0,0,?,class0
0.857125,0,nom_2_1,0,?,class0
4967.727019,0,nom_2_2,0,?,class1
0.205946,1,nom_2_0,1,?,class0
1.13301,1,nom_2_1,1,?,class0
5.017774,0,nom_2_2,0,?,?
0.954254,1,nom_2_1,1,?,class0
0.869226,0,nom_2_1,0,?,class0
1.220598,1,nom_2_1,1,?,class0
0.967082,0,nom_2_1,0,?,class0
0.202883,1,nom_2_0,1,?,class0
0.675606,0,nom_2_1,0,?,class0
1.968308,1,nom_2_1,1,?,class0
?,1,nom_2_0,1,?,class0
0.510848,1,nom_2_0,1,?,class0
-1.393809,1,nom_2_0,1,?,class0
0.71542,1,nom_2_0,1,?,class0
0.604822,1,nom_2_0,1,?,class0
-0.983735,0,nom_2_0,0,?,class0
1.827335,1,nom_2_1,1,?,class0
0.022728,0,nom_2_0,0,?,class0
9.468016,0,nom_2_4,0,?,class2
10.742068,1,nom_2_3,1,?,?
6.570462,1,nom_2_2,1,?,class1
-1.954974,0,nom_2_0,0,?,class0
-0.569648,0,nom_2_0,0,?,class0
-1.708261,0,nom_2_0,0,?,class0
-1.607373,0,nom_2_0,0,?,class0
0.519097,1,nom_2_1,1,?,class0
-0.867108,0,nom_2_0,0,?,class0
3.622089,0,nom_2_2,0,?,class1
0.312592,0,nom_2_0,0,?,class0
-0.250839,1,nom_2_1,1,?,class0
0.841848,1,nom_2_1,1,?,class0
-0.516592,0,nom_2_0,0,?,class0
-0.138273,0,nom_2_1,0,?,class0
0.701856,0,nom_2_0,0,?,?
0.519857,0,nom_2_1,0,?,class0
0.403076,1,nom_2_1,1,?,class0
4.491114,1,nom_2_2,1,?,class1
-0.536162,0,nom_2_0,0,?,class0
-522.797556,0,nom_2_1,0,?,class0
-1.118359,0,nom_2_0,0,?,class0
0.538857,1,nom_2_1,1,?,class0
0.287722,1,nom_2_1,1,?,class0
0.532508,1,nom_2_1,1,?,class0
0.188608,0,nom_2_0,0,?,class0
1574.173937,1,nom_2_1,1,?,class0
-0.629119,1,nom_2_0,1,?,class0
0.680884,1,nom_2_1,1,?,class0
0.787052,1,nom_2_1,1,?,class0
-0.547889,1,nom_2_0,1,?,class0
0.451003,0,nom_2_0,0,?,class0
0.811475,1,nom_2_1,1,?,?
11.33182,1,nom_2_4,1,?,class2
-0.370479,1,nom_2_1,1,?,class0
-0.089577,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-210.570898,0,nom_2_0,0,?,class0
-1.031849,0,nom_2_0,0,?,class0
1.669273,1,nom_2_1,1,?,class0
-0.86178,0,nom_2_0,0,?,class0
0.857045,1,nom_2_1,1,?,class0
1.060252,1,nom_2_1,1,?,class0
10.496928,0,nom_2_4,0,?,class2
?,1,nom_2_1,1,?,class0
-1.097437,0,nom_2_0,0,?,class0
-0.24471,1,nom_2_0,1,?,class0
-1983.164246,0,nom_2_0,0,?,?
1.302623,1,nom_2_1,1,?,class0
-0.145763,1,nom_2_0,1,?,class0
-0.239726,1,nom_2_1,1,?,class0
-1.373516,0,nom_2_0,0,?,class0
-0.94977,0,nom_2_0,0,?,class0
2.192359,1,nom_2_1,1,?,class0
?,1,nom_2_2,1,?,class1
9.854169,1,nom_2_1,1,?,class0
0.043906,0,nom_2_0,0,?,?
0.281405,1,nom_2_0,1,?,class0
101.720322,0,nom_2_0,0,?,class0
0.576483,1,nom_2_1,1,?,class0
-0.408451,0,nom_2_0,0,?,class0
-0.462479,1,nom_2_0,1,?,class0
-0.847884,0,nom_2_0,0,?,class0
0.823353,1,nom_2_1,1,?,class0
-0.546244,0,nom_2_0,0,?,class0
0.036771,0,nom_2_0,0,?,?
?,1,nom_2_0,1,?,class0
-0.162753,0,nom_2_0,0,?,class0
9.958264,0,nom_2_3,0,?,class2
-0.502882,0,nom_2_0,0,?,class0
-2.611325,0,nom_2_0,0,?,class0
0.363559,1,nom_2_1,1,?,class0
-1.196801,1,nom_2_0,1,?,class0
1.889117,1,nom_2_1,1,?,class0
-0.416271,0,nom_2_0,0,?,class0
1.605556,1,nom_2_1,1,?,class0
0.617545,1,nom_2_1,1,?,class0
0.198127,0,nom_2_0,0,?,class0
877.463409,1,nom_2_1,1,?,class0
1.082457,1,nom_2_1,1,?,class0
0.819387,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
-0.730495,0,nom_2_0,0,?,class0
1.266896,1,nom_2_1,1,?,class0
0.583832,1,nom_2_1,1,?,class0
0.550191,1,nom_2_1,1,?,class0
9.256631,0,nom_2_3,0,?,class2
0.122925,0,nom_2_1,0,?,class0
?,1,nom_2_1,1,?,class0
0.32274,1,nom_2_1,1,?,class0
0.269522,1,nom_2_1,1,?,class0
0.412482,1,nom_2_1,1,?,class0
-1457.21117,0,nom_2_0,0,?,class0
-0.023575,1,nom_2_0,1,?,class0
1.292531,1,nom_2_1,1,?,class0
-0.754974,0,nom_2_0,0,?,class0
4.046511,0,nom_2_2,0,?,class1
-0.588496,0,nom_2_0,0,?,class0
-0.046124,1,nom_2_0,1,?,class0
?,1,nom_2_1,1,?,class0
-0.648914,0,nom_2_1,0,?,class0
-2.003628,0,nom_2_0,0,?,class0
0.294247,0,nom_2_0,0,?,class0
